unix,date,symbol,open,high,low,close,Volume CRO,Volume USD
1668870000,11/19/2022 15:00,CRO/USD,0.0722,0.0722,0.0722,0.0722,611.221,44.1301562
1668862800,11/19/2022 13:00,CRO/USD,0.0722,0.0722,0.0722,0.0722,812.520775,58.66399995
1668844800,11/19/2022 8:00,CRO/USD,0.0863,0.088,0.0777,0.0777,595.224765,46.24896424
1668816000,11/19/2022 0:00,CRO/USD,0.086,0.0863,0.086,0.0863,1158.980302,100.0200001
1668805200,11/18/2022 21:00,CRO/USD,0.0863,0.0863,0.0863,0.0863,1732.676709,149.53
1668783600,11/18/2022 15:00,CRO/USD,0.0777,0.0777,0.0777,0.0777,363.1481,28.21660737
1668780000,11/18/2022 14:00,CRO/USD,0.0863,0.0863,0.0863,0.0863,698.457814,60.27690935
1668718800,11/17/2022 21:00,CRO/USD,0.071,0.071,0.071,0.071,2500,177.5
1668697200,11/17/2022 15:00,CRO/USD,0.0768,0.1,0.071,0.071,15008.70321,1065.617928
1668693600,11/17/2022 14:00,CRO/USD,0.07,0.07,0.07,0.07,12669.16885,886.8418198
1668690000,11/17/2022 13:00,CRO/USD,0.07,0.07,0.07,0.07,1830.831146,128.1581802
1668686400,11/17/2022 12:00,CRO/USD,0.0652,0.0652,0.0652,0.0652,300,19.56
1668679200,11/17/2022 10:00,CRO/USD,0.0603,0.0687,0.0603,0.0652,2400,156.48
1668675600,11/17/2022 9:00,CRO/USD,0.0631,0.0631,0.058,0.058,122.947078,7.130930524
1668632400,11/16/2022 21:00,CRO/USD,0.0769,0.0769,0.0769,0.0769,648.504551,49.86999997
1668614400,11/16/2022 16:00,CRO/USD,0.0631,0.0776,0.0631,0.0776,265.500191,20.60281482
1668607200,11/16/2022 14:00,CRO/USD,0.07,0.07,0.0631,0.0656,734.261699,48.16756745
1668600000,11/16/2022 12:00,CRO/USD,0.0715,0.0715,0.0715,0.0715,1962.132525,140.2924755
1668596400,11/16/2022 11:00,CRO/USD,0.0715,0.0715,0.0715,0.0715,696.642295,49.80992409
1668592800,11/16/2022 10:00,CRO/USD,0.0722,0.0722,0.0715,0.0715,3301.22518,236.0376004
1668585600,11/16/2022 8:00,CRO/USD,0.0722,0.078,0.0712,0.0712,2110.293753,150.2529152
1668582000,11/16/2022 7:00,CRO/USD,0.0722,0.0722,0.0712,0.0722,1468.954798,106.0585364
1668542400,11/15/2022 20:00,CRO/USD,0.0859,0.0859,0.0859,0.0859,128.754365,11.05999995
1668520800,11/15/2022 14:00,CRO/USD,0.0722,0.083,0.0722,0.083,2375,197.125
1668517200,11/15/2022 13:00,CRO/USD,0.0711,0.0798,0.0711,0.0798,1260,100.548
1668506400,11/15/2022 10:00,CRO/USD,0.071,0.0862,0.071,0.0862,1399.223329,120.613051
1668492000,11/15/2022 6:00,CRO/USD,0.0702,0.0702,0.0702,0.0702,1561.032863,109.584507
1668488400,11/15/2022 5:00,CRO/USD,0.086,0.09,0.0777,0.0777,5008.723059,389.1777817
1668477600,11/15/2022 2:00,CRO/USD,0.0777,0.0863,0.0739,0.083,1400.497517,116.2412939
1668466800,11/14/2022 23:00,CRO/USD,0.0777,0.0777,0.0777,0.0777,315.116601,24.4845599
1668445200,11/14/2022 17:00,CRO/USD,0.0631,0.0631,0.0631,0.0631,85.752028,5.410952967
1668441600,11/14/2022 16:00,CRO/USD,0.07,0.07,0.069,0.069,1663.953221,114.8127722
1668438000,11/14/2022 15:00,CRO/USD,0.0777,0.0777,0.0777,0.0777,194.337194,15.09999997
1668434400,11/14/2022 14:00,CRO/USD,0.07,0.07,0.07,0.07,211.687306,14.81811142
1668430800,11/14/2022 13:00,CRO/USD,0.07,0.07,0.07,0.07,240,16.8
1668420000,11/14/2022 10:00,CRO/USD,0.0777,0.09,0.07,0.07,1475.578944,103.2905261
1668416400,11/14/2022 9:00,CRO/USD,0.0631,0.0631,0.0631,0.0631,167.93918,10.59696226
1668409200,11/14/2022 7:00,CRO/USD,0.0777,0.091,0.066,0.07,4394.002163,307.5801514
1668405600,11/14/2022 6:00,CRO/USD,0.0639,0.07,0.0639,0.07,1667.192843,116.703499
1668402000,11/14/2022 5:00,CRO/USD,0.061,0.061,0.0591,0.0591,2612.859532,154.4199983
1668394800,11/14/2022 3:00,CRO/USD,0.0639,0.0639,0.0639,0.0639,1561.032863,99.74999995
1668387600,11/14/2022 1:00,CRO/USD,0.061,0.061,0.061,0.061,2652.495688,161.802237
1668384000,11/14/2022 0:00,CRO/USD,0.0615,0.0615,0.0615,0.0615,360,22.14
1668380400,11/13/2022 23:00,CRO/USD,0.061,0.0639,0.061,0.062,3909.288482,242.3758859
1668376800,11/13/2022 22:00,CRO/USD,0.0591,0.0591,0.0568,0.0568,80.594795,4.577784356
1668373200,11/13/2022 21:00,CRO/USD,0.06,0.066,0.0591,0.066,573.735929,37.86657131
1668369600,11/13/2022 20:00,CRO/USD,0.066,0.066,0.0591,0.063,5946.829031,374.650229
1668366000,11/13/2022 19:00,CRO/USD,0.07,0.0819,0.0631,0.064,6568.199524,420.3647695
1668362400,11/13/2022 18:00,CRO/USD,0.0631,0.0631,0.0602,0.0602,893.618067,53.79580763
1668358800,11/13/2022 17:00,CRO/USD,0.064,0.064,0.064,0.064,2760,176.64
1668355200,11/13/2022 16:00,CRO/USD,0.0631,0.077,0.06,0.0631,5789.160566,365.2960317
1668351600,11/13/2022 15:00,CRO/USD,0.0754,0.088,0.0514,0.0514,24550.54749,1261.898141
1668348000,11/13/2022 14:00,CRO/USD,0.06,0.0754,0.06,0.0754,856.070829,64.54774051
1668344400,11/13/2022 13:00,CRO/USD,0.064,0.07,0.064,0.07,550.562178,38.53935246
1668340800,11/13/2022 12:00,CRO/USD,0.0631,0.0631,0.0568,0.0615,1990.935708,122.442546
1668330000,11/13/2022 9:00,CRO/USD,0.0667,0.0667,0.0667,0.0667,200,13.34
1668322800,11/13/2022 7:00,CRO/USD,0.0753,0.0753,0.0753,0.0753,372.297476,28.03399994
1668315600,11/13/2022 5:00,CRO/USD,0.0754,0.0754,0.0754,0.0754,202.387267,15.25999993
1668312000,11/13/2022 4:00,CRO/USD,0.078,0.078,0.0573,0.07,5877.9047,411.453329
1668308400,11/13/2022 3:00,CRO/USD,0.079,0.079,0.079,0.079,60,4.74
1668301200,11/13/2022 1:00,CRO/USD,0.0821,0.0821,0.0821,0.0821,600,49.26
1668276000,11/12/2022 18:00,CRO/USD,0.0887,0.0887,0.0887,0.0887,869.809233,77.15207897
1668268800,11/12/2022 16:00,CRO/USD,0.0862,0.0887,0.0862,0.0887,203.900789,18.08599998
1668265200,11/12/2022 15:00,CRO/USD,0.0808,0.0808,0.0808,0.0808,120,9.696
1668250800,11/12/2022 11:00,CRO/USD,0.078,0.078,0.0777,0.0777,160,12.432
1668243600,11/12/2022 9:00,CRO/USD,0.093,0.093,0.093,0.093,310.215053,28.84999993
1668229200,11/12/2022 5:00,CRO/USD,0.0831,0.0938,0.083,0.0938,230.132273,21.58640721
1668225600,11/12/2022 4:00,CRO/USD,0.0959,0.0959,0.0959,0.0959,103.156485,9.892706912
1668222000,11/12/2022 3:00,CRO/USD,0.0854,0.0854,0.0854,0.0854,420,35.868
1668218400,11/12/2022 2:00,CRO/USD,0.0854,0.0854,0.0854,0.0854,204.735839,17.48444065
1668211200,11/12/2022 0:00,CRO/USD,0.0863,0.0863,0.0863,0.0863,276.4653,23.85895539
1668200400,11/11/2022 21:00,CRO/USD,0.0863,0.0976,0.0863,0.0976,3837.665235,374.5561269
1668196800,11/11/2022 20:00,CRO/USD,0.0864,0.0864,0.0863,0.0863,4162.946479,359.2622811
1668189600,11/11/2022 18:00,CRO/USD,0.09,0.09,0.09,0.09,650,58.5
1668182400,11/11/2022 16:00,CRO/USD,0.102,0.102,0.0863,0.0863,3559.384394,307.1748732
1668175200,11/11/2022 14:00,CRO/USD,0.0937,0.095,0.0921,0.0921,958.477376,88.27576633
1668171600,11/11/2022 13:00,CRO/USD,0.0937,0.0937,0.0937,0.0937,240,22.488
1668164400,11/11/2022 11:00,CRO/USD,0.1064,0.1181,0.0959,0.0959,992.827716,95.21217796
1668157200,11/11/2022 9:00,CRO/USD,0.1048,0.1181,0.0936,0.0936,2477.769336,231.9192098
1668135600,11/11/2022 3:00,CRO/USD,0.095,0.095,0.0938,0.0938,1949.453858,182.8587719
1668132000,11/11/2022 2:00,CRO/USD,0.0965,0.0965,0.0959,0.0959,956.200218,91.69960091
1668124800,11/11/2022 0:00,CRO/USD,0.0965,0.0965,0.0965,0.0965,417.692782,40.30735346
1668121200,11/10/2022 23:00,CRO/USD,0.0976,0.0976,0.0976,0.0976,60,5.856
1668117600,11/10/2022 22:00,CRO/USD,0.1015,0.1093,0.1015,0.1093,238,26.0134
1668110400,11/10/2022 20:00,CRO/USD,0.1064,0.1182,0.1064,0.1182,884.456601,104.5427702
1668103200,11/10/2022 18:00,CRO/USD,0.1049,0.1062,0.1049,0.1062,1424.115343,151.2410494
1668096000,11/10/2022 16:00,CRO/USD,0.0959,0.1065,0.0959,0.1065,287.07873,30.57388475
1668092400,11/10/2022 15:00,CRO/USD,0.0958,0.0958,0.0958,0.0958,100,9.58
1668088800,11/10/2022 14:00,CRO/USD,0.0888,0.0888,0.0888,0.0888,240,21.312
1668085200,11/10/2022 13:00,CRO/USD,0.0865,0.0898,0.0863,0.0888,1620,143.856
1668081600,11/10/2022 12:00,CRO/USD,0.1024,0.1024,0.0911,0.0911,1620,147.582
1668078000,11/10/2022 11:00,CRO/USD,0.0959,0.1065,0.0959,0.1065,645.596432,68.75602001
1668060000,11/10/2022 6:00,CRO/USD,0.0863,0.0863,0.0863,0.0863,71.61057,6.179992191
1668049200,11/10/2022 3:00,CRO/USD,0.0862,0.0863,0.0862,0.0863,307.790582,26.56232723
1668042000,11/10/2022 1:00,CRO/USD,0.0757,0.0759,0.0757,0.0759,1638.274001,124.3449967
1668031200,11/9/2022 22:00,CRO/USD,0.0831,0.0831,0.073,0.0789,4831.711928,381.2220711
1668027600,11/9/2022 21:00,CRO/USD,0.0902,0.0902,0.0863,0.0863,5003.792249,431.8272711
1668024000,11/9/2022 20:00,CRO/USD,0.0989,0.0989,0.0989,0.0989,129.726996,12.8299999
1668016800,11/9/2022 18:00,CRO/USD,0.0901,0.0989,0.0901,0.0989,555.696285,54.95836259
1668006000,11/9/2022 15:00,CRO/USD,0.0991,0.0991,0.0991,0.0991,388.597376,38.50999996
1667988000,11/9/2022 10:00,CRO/USD,0.0991,0.0991,0.0991,0.0991,2200.302724,218.0499999
1667984400,11/9/2022 9:00,CRO/USD,0.1,0.1,0.0901,0.0901,7133.778324,642.753427
1667980800,11/9/2022 8:00,CRO/USD,0.101,0.101,0.1,0.1,3660.583104,366.0583104
1667952000,11/9/2022 0:00,CRO/USD,0.1003,0.1003,0.1003,0.1003,142.165492,14.25919885
1667944800,11/8/2022 22:00,CRO/USD,0.1054,0.1182,0.1041,0.1041,2827.861008,294.3803309
1667941200,11/8/2022 21:00,CRO/USD,0.1033,0.1055,0.1033,0.1055,607.940063,64.13767665
1667937600,11/8/2022 20:00,CRO/USD,0.0977,0.1182,0.0977,0.1182,2465.91632,291.471309
1667934000,11/8/2022 19:00,CRO/USD,0.1065,0.1065,0.0938,0.0938,3699.92865,347.0533074
1667930400,11/8/2022 18:00,CRO/USD,0.1141,0.1167,0.1065,0.1167,2717.872608,317.1757334
1667926800,11/8/2022 17:00,CRO/USD,0.1182,0.1182,0.1182,0.1182,120,14.184
1667923200,11/8/2022 16:00,CRO/USD,0.1182,0.1229,0.1182,0.1229,221.00895,27.16199996
1667912400,11/8/2022 13:00,CRO/USD,0.1181,0.1181,0.1181,0.1181,465.368331,54.95999989
1667883600,11/8/2022 5:00,CRO/USD,0.1182,0.1182,0.1137,0.1137,402.255774,45.7364815
1667880000,11/8/2022 4:00,CRO/USD,0.1198,0.1309,0.1182,0.1309,1683.96266,220.4307122
1667876400,11/8/2022 3:00,CRO/USD,0.1228,0.1228,0.1226,0.1226,5410.873494,663.3730904
1667858400,11/7/2022 22:00,CRO/USD,0.1243,0.1325,0.1228,0.1325,1353.820505,179.3812169
1667854800,11/7/2022 21:00,CRO/USD,0.1228,0.1228,0.1228,0.1228,134.763092,16.5489077
1667844000,11/7/2022 18:00,CRO/USD,0.1229,0.1229,0.1229,0.1229,120,14.748
1667840400,11/7/2022 17:00,CRO/USD,0.1209,0.1209,0.1209,0.1209,2112.139859,255.357709
1667808000,11/7/2022 8:00,CRO/USD,0.1292,0.1292,0.1292,0.1292,211.687306,27.34999994
1667786400,11/7/2022 2:00,CRO/USD,0.1276,0.1373,0.1276,0.1373,3047.240186,418.3860775
1667775600,11/6/2022 23:00,CRO/USD,0.1208,0.1208,0.1198,0.1198,100.2157,12.00584086
1667761200,11/6/2022 19:00,CRO/USD,0.1302,0.1302,0.1302,0.1302,160,20.832
1667757600,11/6/2022 18:00,CRO/USD,0.121,0.121,0.1209,0.1209,9227.835644,1115.645329
1667750400,11/6/2022 16:00,CRO/USD,0.127,0.127,0.127,0.127,256.810909,32.61498544
1667736000,11/6/2022 12:00,CRO/USD,0.1261,0.1261,0.1261,0.1261,1830.052749,230.7696516
1667732400,11/6/2022 11:00,CRO/USD,0.1229,0.1261,0.1229,0.1261,1530.039651,192.938
1667721600,11/6/2022 8:00,CRO/USD,0.1246,0.1261,0.1246,0.1261,5649.352,712.3832872
1667718000,11/6/2022 7:00,CRO/USD,0.1208,0.1245,0.1208,0.1245,3578.483644,445.5212137
1667656800,11/5/2022 14:00,CRO/USD,0.1198,0.1237,0.1198,0.1237,2172.139859,268.6937006
1667653200,11/5/2022 13:00,CRO/USD,0.1128,0.1128,0.1128,0.1128,1490.168291,168.0909832
1667649600,11/5/2022 12:00,CRO/USD,0.117,0.117,0.117,0.117,1779.505726,208.2021699
1667646000,11/5/2022 11:00,CRO/USD,0.1115,0.117,0.1102,0.117,5247.734,613.984878
1667606400,11/5/2022 0:00,CRO/USD,0.1182,0.1187,0.1182,0.1187,480,56.976
1667588400,11/4/2022 19:00,CRO/USD,0.1169,0.1169,0.1169,0.1169,85.286569,9.969999916
1667581200,11/4/2022 17:00,CRO/USD,0.1107,0.1107,0.1072,0.1072,11666,1250.5952
1667577600,11/4/2022 16:00,CRO/USD,0.1152,0.1177,0.1152,0.1177,436.805382,51.41199346
1667574000,11/4/2022 15:00,CRO/USD,0.1151,0.1151,0.1151,0.1151,1160.176,133.5362576
1667570400,11/4/2022 14:00,CRO/USD,0.1152,0.1152,0.1152,0.1152,417.472392,48.09281956
1667566800,11/4/2022 13:00,CRO/USD,0.1118,0.1118,0.1118,0.1118,283.480993,31.69317502
1667563200,11/4/2022 12:00,CRO/USD,0.1094,0.1094,0.1094,0.1094,33.388,3.6526472
1667548800,11/4/2022 8:00,CRO/USD,0.1172,0.1172,0.1172,0.1172,212.71331,24.92999993
1667541600,11/4/2022 6:00,CRO/USD,0.1188,0.1188,0.1103,0.1106,103.045542,11.39683695
1667520000,11/4/2022 0:00,CRO/USD,0.1092,0.1092,0.1092,0.1092,269.904265,29.47354574
1667512800,11/3/2022 22:00,CRO/USD,0.1228,0.1278,0.1137,0.1139,2453.056705,279.4031587
1667509200,11/3/2022 21:00,CRO/USD,0.1215,0.1229,0.1215,0.1229,672.369519,82.63421389
1667505600,11/3/2022 20:00,CRO/USD,0.1218,0.1218,0.1218,0.1218,263.300492,32.06999993
1667502000,11/3/2022 19:00,CRO/USD,0.1141,0.1141,0.1141,0.1141,234.70456,26.7797903
1667498400,11/3/2022 18:00,CRO/USD,0.1141,0.1141,0.1141,0.1141,111.303534,12.69973323
1667494800,11/3/2022 17:00,CRO/USD,0.1182,0.1182,0.1141,0.1141,392.204,44.7504764
1667491200,11/3/2022 16:00,CRO/USD,0.1114,0.1312,0.1114,0.1312,8071.188969,1058.939993
1667473200,11/3/2022 11:00,CRO/USD,0.1114,0.1114,0.1114,0.1114,122.621184,13.6599999
1667462400,11/3/2022 8:00,CRO/USD,0.1085,0.1085,0.1085,0.1085,110.881073,12.03059642
1667458800,11/3/2022 7:00,CRO/USD,0.1136,0.1136,0.1136,0.1136,308.274647,35.0199999
1667433600,11/3/2022 0:00,CRO/USD,0.1136,0.1136,0.1136,0.1136,142.165492,16.14999989
1667430000,11/2/2022 23:00,CRO/USD,0.1074,0.1086,0.1074,0.1086,546.477113,59.34741447
1667419200,11/2/2022 20:00,CRO/USD,0.1136,0.1136,0.1136,0.1136,702.464788,79.79999992
1667415600,11/2/2022 19:00,CRO/USD,0.1066,0.1066,0.1066,0.1066,282.541646,30.11893946
1667404800,11/2/2022 16:00,CRO/USD,0.1136,0.1136,0.1136,0.1136,1009.771126,114.7099999
1667390400,11/2/2022 12:00,CRO/USD,0.1137,0.1137,0.1097,0.1097,339,37.1883
1667383200,11/2/2022 10:00,CRO/USD,0.11,0.1171,0.11,0.1171,552.797942,64.73263901
1667379600,11/2/2022 9:00,CRO/USD,0.1103,0.1103,0.11,0.11,2678,294.58
1667372400,11/2/2022 7:00,CRO/USD,0.11,0.11,0.11,0.11,360,39.6
1667365200,11/2/2022 5:00,CRO/USD,0.1142,0.1142,0.1142,0.1142,4545,519.039
1667343600,11/1/2022 23:00,CRO/USD,0.1115,0.1134,0.1115,0.1134,1082.44268,122.7489999
1667340000,11/1/2022 22:00,CRO/USD,0.1167,0.1167,0.1167,0.1167,360.92545,42.12000002
1667325600,11/1/2022 18:00,CRO/USD,0.118,0.118,0.118,0.118,422.627118,49.86999992
1667322000,11/1/2022 17:00,CRO/USD,0.1142,0.1142,0.1142,0.1142,185.551663,21.18999991
1667314800,11/1/2022 15:00,CRO/USD,0.11,0.11,0.11,0.11,100,11
1667296800,11/1/2022 10:00,CRO/USD,0.1143,0.1143,0.1143,0.1143,388.592414,44.41611292
1667293200,11/1/2022 9:00,CRO/USD,0.1105,0.1105,0.1065,0.1065,4913.046485,523.2394507
1667282400,11/1/2022 6:00,CRO/USD,0.1168,0.1168,0.1168,0.1168,59.221658,6.917089654
1667271600,11/1/2022 3:00,CRO/USD,0.117,0.117,0.117,0.117,856.410257,100.2000001
1667257200,10/31/2022 23:00,CRO/USD,0.118,0.118,0.118,0.118,211.271186,24.92999995
1667224800,10/31/2022 14:00,CRO/USD,0.1148,0.1148,0.1121,0.1121,1876.654667,210.3729882
1667217600,10/31/2022 12:00,CRO/USD,0.1181,0.1181,0.1181,0.1181,120,14.172
1667192400,10/31/2022 5:00,CRO/USD,0.118,0.118,0.118,0.118,296.552712,34.99322002
1667181600,10/31/2022 2:00,CRO/USD,0.1148,0.118,0.1148,0.118,680.515273,80.30080221
1667178000,10/31/2022 1:00,CRO/USD,0.1149,0.1149,0.1149,0.1149,130.06,14.943894
1667174400,10/31/2022 0:00,CRO/USD,0.1148,0.1148,0.1148,0.1148,368.061061,42.2534098
1667170800,10/30/2022 23:00,CRO/USD,0.1148,0.1148,0.1148,0.1148,620,71.176
1667163600,10/30/2022 21:00,CRO/USD,0.1148,0.1148,0.1148,0.1148,131.13,15.053724
1667149200,10/30/2022 17:00,CRO/USD,0.1148,0.1148,0.1148,0.1148,200,22.96
1667138400,10/30/2022 14:00,CRO/USD,0.1134,0.1149,0.1134,0.1149,3491.015336,401.1176621
1667134800,10/30/2022 13:00,CRO/USD,0.1129,0.1129,0.1129,0.1129,215.872703,24.37202817
1667070000,10/29/2022 19:00,CRO/USD,0.113,0.113,0.113,0.113,530.602707,59.95810589
1667062800,10/29/2022 17:00,CRO/USD,0.1129,0.1129,0.1129,0.1129,1274.295588,143.8679719
1667059200,10/29/2022 16:00,CRO/USD,0.1129,0.1129,0.1129,0.1129,93.995,10.6120355
1667044800,10/29/2022 12:00,CRO/USD,0.11,0.11,0.11,0.11,154.047421,16.94521631
1666929600,10/28/2022 4:00,CRO/USD,0.1128,0.1128,0.1128,0.1128,104.078014,11.73999998
1666922400,10/28/2022 2:00,CRO/USD,0.1128,0.1128,0.1128,0.1128,2909.751774,328.2200001
1666890000,10/27/2022 17:00,CRO/USD,0.106,0.106,0.106,0.106,500,53
1666879200,10/27/2022 14:00,CRO/USD,0.1058,0.1127,0.0952,0.1127,3501.395549,394.6072784
1666857600,10/27/2022 8:00,CRO/USD,0.1101,0.1101,0.0952,0.1099,2178.988136,239.4707961
1666821600,10/26/2022 22:00,CRO/USD,0.1127,0.1127,0.1127,0.1127,542.39617,61.12804836
1666807200,10/26/2022 18:00,CRO/USD,0.112,0.1132,0.112,0.1132,1959.651136,221.8325086
1666796400,10/26/2022 15:00,CRO/USD,0.1134,0.1134,0.1134,0.1134,476.631393,54.04999997
1666792800,10/26/2022 14:00,CRO/USD,0.1135,0.1135,0.1135,0.1135,977.561,110.9531735
1666785600,10/26/2022 12:00,CRO/USD,0.1135,0.1138,0.1134,0.1138,4867.109567,553.8770687
1666742400,10/26/2022 0:00,CRO/USD,0.1138,0.1138,0.1138,0.1138,500,56.9
1666720800,10/25/2022 18:00,CRO/USD,0.1108,0.114,0.1108,0.114,2931.756567,334.2202486
1666717200,10/25/2022 17:00,CRO/USD,0.11,0.11,0.11,0.11,220.7766,24.285426
1666638000,10/24/2022 19:00,CRO/USD,0.1045,0.1137,0.1045,0.1045,1542.978581,161.2412617
1666623600,10/24/2022 15:00,CRO/USD,0.1045,0.1045,0.1045,0.1045,220.5117,23.04347265
1666620000,10/24/2022 14:00,CRO/USD,0.1044,0.1044,0.1044,0.1044,468.7898,48.94165512
1666616400,10/24/2022 13:00,CRO/USD,0.1045,0.1045,0.1015,0.1045,3962.299323,414.0602793
1666612800,10/24/2022 12:00,CRO/USD,0.1018,0.1018,0.1018,0.1018,820,83.476
1666548000,10/23/2022 18:00,CRO/USD,0.1055,0.1055,0.1055,0.1055,94.502369,9.96999993
1666476000,10/22/2022 22:00,CRO/USD,0.1054,0.1054,0.1054,0.1054,2.967932,0.312820033
1666447200,10/22/2022 14:00,CRO/USD,0.1055,0.1055,0.1055,0.1055,110,11.605
1666443600,10/22/2022 13:00,CRO/USD,0.1055,0.1055,0.1055,0.1055,350,36.925
1666382400,10/21/2022 20:00,CRO/USD,0.1055,0.1055,0.1055,0.1055,240,25.32
1666371600,10/21/2022 17:00,CRO/USD,0.1055,0.1055,0.1055,0.1055,1233.116882,130.0938311
1666342800,10/21/2022 9:00,CRO/USD,0.1033,0.1033,0.1033,0.1033,60,6.198
1666278000,10/20/2022 15:00,CRO/USD,0.1055,0.1055,0.1055,0.1055,222.307,23.4533885
1666256400,10/20/2022 9:00,CRO/USD,0.1055,0.1055,0.1055,0.1055,60,6.33
1666224000,10/20/2022 0:00,CRO/USD,0.1055,0.1055,0.1051,0.1051,194.4027,20.43172377
1666144800,10/19/2022 2:00,CRO/USD,0.1092,0.1092,0.1092,0.1092,182,19.8744
1666062000,10/18/2022 3:00,CRO/USD,0.1096,0.1096,0.1059,0.1094,492.833757,53.91601302
1666018800,10/17/2022 15:00,CRO/USD,0.1065,0.1098,0.1065,0.1097,158.55,17.392935
1666004400,10/17/2022 11:00,CRO/USD,0.1065,0.1065,0.1065,0.1065,96.979927,10.32836223
1665975600,10/17/2022 3:00,CRO/USD,0.1063,0.1065,0.1063,0.1065,1876.654667,199.863722
1665954000,10/16/2022 21:00,CRO/USD,0.1026,0.1026,0.1026,0.1026,500,51.3
1665666000,10/13/2022 13:00,CRO/USD,0.1055,0.1055,0.1055,0.1055,96.157709,10.1446383
1665658800,10/13/2022 11:00,CRO/USD,0.1055,0.1055,0.1055,0.1055,568.151658,59.93999992
1665615600,10/12/2022 23:00,CRO/USD,0.1021,0.1021,0.0952,0.0952,5409.38,514.972976
1665604800,10/12/2022 20:00,CRO/USD,0.102,0.102,0.102,0.102,1947.825993,198.6782513
1665590400,10/12/2022 16:00,CRO/USD,0.1023,0.1023,0.1023,0.1023,7.150374,0.73148326
1665579600,10/12/2022 13:00,CRO/USD,0.1096,0.1096,0.1096,0.1096,136.49635,14.95999996
1665489600,10/11/2022 12:00,CRO/USD,0.1093,0.1093,0.1049,0.1049,480,50.352
1665471600,10/11/2022 7:00,CRO/USD,0.1106,0.1106,0.1106,0.1106,90.144665,9.969999949
1665381600,10/10/2022 6:00,CRO/USD,0.1082,0.1082,0.1,0.1,4173.335861,417.3335861
1665162000,10/7/2022 17:00,CRO/USD,0.1097,0.1097,0.1097,0.1097,240,26.328
1665000000,10/5/2022 20:00,CRO/USD,0.1147,0.1147,0.1147,0.1147,1935,221.9445
1664978400,10/5/2022 14:00,CRO/USD,0.1093,0.1093,0.1093,0.1093,98.45,10.760585
1664971200,10/5/2022 12:00,CRO/USD,0.1097,0.1097,0.1093,0.1093,181.01113,19.78451651
1664960400,10/5/2022 9:00,CRO/USD,0.1149,0.1149,0.1149,0.1149,460.052219,52.85999996
1664938800,10/5/2022 3:00,CRO/USD,0.1092,0.1092,0.1092,0.1092,451.312217,49.2832941
1664913600,10/4/2022 20:00,CRO/USD,0.111,0.111,0.111,0.111,430,47.73
1664906400,10/4/2022 18:00,CRO/USD,0.1149,0.1149,0.1149,0.1149,900.087031,103.4199999
1664881200,10/4/2022 11:00,CRO/USD,0.1152,0.1152,0.1152,0.1152,405.642361,46.72999999
1664820000,10/3/2022 18:00,CRO/USD,0.1151,0.1151,0.1151,0.1151,941.902693,108.413
1664805600,10/3/2022 14:00,CRO/USD,0.1083,0.1083,0.1082,0.1082,203.7185,22.0423417
1664704800,10/2/2022 10:00,CRO/USD,0.1089,0.1089,0.1089,0.1089,692.383638,75.40057818
1664658000,10/1/2022 21:00,CRO/USD,0.1096,0.1096,0.1084,0.1088,4599.728799,500.4504933
1664629200,10/1/2022 13:00,CRO/USD,0.1105,0.1105,0.1105,0.1105,451.312217,49.86999998
1664625600,10/1/2022 12:00,CRO/USD,0.1104,0.1105,0.1104,0.1105,812.304089,89.75960183
1664622000,10/1/2022 11:00,CRO/USD,0.1104,0.1104,0.1104,0.1104,169.293478,18.68999997
1664596800,10/1/2022 4:00,CRO/USD,0.11,0.1105,0.11,0.1105,2425,267.9625
1664589600,10/1/2022 2:00,CRO/USD,0.1105,0.1105,0.1105,0.1105,300.476708,33.20267623
1664564400,9/30/2022 19:00,CRO/USD,0.1105,0.1105,0.1105,0.1105,2031.716494,224.5046726
1664550000,9/30/2022 15:00,CRO/USD,0.1107,0.118,0.1107,0.118,1678.999147,198.1218993
1664546400,9/30/2022 14:00,CRO/USD,0.1238,0.1238,0.1238,0.1238,60,7.428
1664427600,9/29/2022 5:00,CRO/USD,0.1137,0.1137,0.1137,0.1137,180,20.466
1664373600,9/28/2022 14:00,CRO/USD,0.1182,0.1187,0.1182,0.1187,205.442291,24.38599994
1664362800,9/28/2022 11:00,CRO/USD,0.1141,0.1141,0.1137,0.1137,347.944485,39.56128794
1664323200,9/28/2022 0:00,CRO/USD,0.1182,0.1311,0.1141,0.1182,1110.179639,131.2232333
1664316000,9/27/2022 22:00,CRO/USD,0.1119,0.1119,0.1,0.1113,9554.424405,1063.407436
1664312400,9/27/2022 21:00,CRO/USD,0.1246,0.1403,0.1182,0.1182,4201.083543,496.5680748
1664305200,9/27/2022 19:00,CRO/USD,0.1112,0.1112,0.1112,0.1112,47.223173,5.251216838
1664298000,9/27/2022 17:00,CRO/USD,0.1145,0.1246,0.1141,0.1246,177.045425,22.05985996
1664294400,9/27/2022 16:00,CRO/USD,0.1183,0.1183,0.1145,0.1145,3252.818458,372.4477134
1664276400,9/27/2022 11:00,CRO/USD,0.1182,0.1182,0.1182,0.1182,195,23.049
1664272800,9/27/2022 10:00,CRO/USD,0.1312,0.1415,0.1312,0.1415,3342.065381,472.9022514
1664229600,9/26/2022 22:00,CRO/USD,0.1304,0.1304,0.1145,0.1145,711.337682,81.44816459
