unix,date,symbol,open,high,low,close,Volume BTT,Volume USD
1638259200,11/30/2021 8:00,BTT/USD,0.0031451,0.0031534,0.0031318,0.0031504,126016.6993,397.0030095
1638255600,11/30/2021 7:00,BTT/USD,0.0031474,0.003151,0.0031386,0.0031415,78472.65779,246.5218545
1638252000,11/30/2021 6:00,BTT/USD,0.0031609,0.0031609,0.00312,0.0031462,603539.5042,1898.855988
1638248400,11/30/2021 5:00,BTT/USD,0.0031935,0.0032008,0.0031602,0.0031646,364043.8605,1152.053201
1638244800,11/30/2021 4:00,BTT/USD,0.0031852,0.0031981,0.0031852,0.0031919,81448.67651,259.9760305
1638241200,11/30/2021 3:00,BTT/USD,0.003198,0.0032193,0.0031814,0.0031814,459130.9447,1460.679187
1638237600,11/30/2021 2:00,BTT/USD,0.0031921,0.0032036,0.0031808,0.0031967,545445.3735,1743.625225
1638234000,11/30/2021 1:00,BTT/USD,0.0032153,0.0032153,0.0031878,0.0031897,178812.7737,570.3591044
1638230400,11/30/2021 0:00,BTT/USD,0.0032206,0.0032206,0.003213,0.003213,25161,80.842293
1638226800,11/29/2021 23:00,BTT/USD,0.0032204,0.0032311,0.003215,0.0032199,107785.8297,347.0595932
1638223200,11/29/2021 22:00,BTT/USD,0.0032166,0.0032233,0.0032166,0.0032233,28135.35535,90.68869088
1638219600,11/29/2021 21:00,BTT/USD,0.0032214,0.0032421,0.003197,0.0032116,1025467.312,3293.39082
1638216000,11/29/2021 20:00,BTT/USD,0.0032038,0.0032205,0.0031999,0.0032205,105356.4064,339.3003069
1638212400,11/29/2021 19:00,BTT/USD,0.0032185,0.0032185,0.0032073,0.0032088,86676.18137,278.1265308
1638208800,11/29/2021 18:00,BTT/USD,0.0032149,0.0032237,0.0032148,0.0032237,347559.3639,1120.427121
1638205200,11/29/2021 17:00,BTT/USD,0.00317,0.0032246,0.00317,0.0032204,527914.0304,1700.094344
1638201600,11/29/2021 16:00,BTT/USD,0.0031705,0.0031705,0.0031659,0.00317,1714173.661,5433.930506
1638198000,11/29/2021 15:00,BTT/USD,0.0031799,0.0031799,0.0031542,0.0031731,571875.9957,1814.619722
1638194400,11/29/2021 14:00,BTT/USD,0.0031785,0.0031887,0.0031701,0.0031775,395425.3966,1256.464198
1638190800,11/29/2021 13:00,BTT/USD,0.0031529,0.0031773,0.0031529,0.0031773,985344.946,3130.736497
1638187200,11/29/2021 12:00,BTT/USD,0.0031567,0.0031602,0.0031529,0.0031545,1249165.209,3940.491653
1638183600,11/29/2021 11:00,BTT/USD,0.0031712,0.0031712,0.0031529,0.0031529,315584.1604,995.0052995
1638180000,11/29/2021 10:00,BTT/USD,0.0031319,0.0031796,0.0031319,0.0031705,659166.3636,2089.886956
